age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
62,80214,5.6,10,3.3,6,10,43,2,85768,38279,8,4,1,7,5,6,7,6,10,9,5,Other,Tier 1,Online
21,173073,9.2,1,6.0,8,8,29,10,900,37409,7,4,2,5,9,7,9,2,4,5,4,Male,Tier 1,Hybrid
46,137518,6.3,5,1.4,6,9,36,0,91677,69060,4,4,6,9,4,5,3,5,7,5,7,Other,Tier 2,Hybrid
73,41221,4.7,7,1.3,4,9,18,6,58893,11393,9,5,2,4,5,9,2,6,10,2,2,Female,Tier 2,Hybrid
60,65941,7.2,5,4.0,6,7,23,9,64669,72106,6,7,3,9,6,4,9,9,5,8,3,Female,Tier 3,Hybrid
64,163544,5.5,8,0.5,2,6,14,9,58857,69198,4,5,1,7,4,7,5,8,3,6,4,Other,Tier 3,Store
46,114169,7.3,10,4.2,5,8,42,5,134130,74176,6,6,4,6,6,6,10,8,5,5,8,Male,Tier 3,Online
41,236654,5.1,9,3.3,3,9,26,6,132579,125996,6,7,2,4,9,5,7,2,4,6,8,Female,Tier 1,Hybrid
34,174388,12.0,10,5.6,8,10,49,1,144115,18424,7,3,1,5,7,7,9,6,5,8,7,Male,Tier 1,Online
49,172077,11.9,5,4.7,9,8,42,9,114850,142761,7,9,5,5,6,6,6,4,6,6,4,Female,Tier 2,Hybrid
41,98192,8.6,14,5.3,7,9,39,5,127031,500,7,6,5,6,8,5,10,6,4,6,5,Other,Tier 2,Online
52,157542,8.1,8,4.4,8,8,37,10,103673,100487,5,9,3,1,8,7,9,10,5,9,7,Female,Tier 1,Store
40,198430,11.2,10,5.6,7,10,40,3,150000,103583,7,9,6,4,9,7,10,2,6,9,5,Male,Tier 3,Online
62,37870,7.2,7,2.7,5,9,28,11,19086,51209,6,1,3,5,6,7,6,7,8,7,3,Other,Tier 2,Store
53,172065,7.8,1,2.8,3,5,28,8,97508,119626,7,2,4,3,10,5,9,7,3,8,8,Female,Tier 3,Store
59,86375,7.0,11,2.6,4,4,16,10,33042,58963,6,8,6,8,6,4,5,8,8,7,4,Female,Tier 3,Store
50,166916,7.9,5,2.1,7,9,28,10,105951,145326,5,8,4,2,2,7,6,10,5,9,9,Female,Tier 3,Hybrid
41,124248,10.5,2,4.4,3,8,37,5,48046,96800,5,2,4,5,7,4,6,4,4,10,9,Other,Tier 1,Hybrid
23,120541,8.7,2,6.0,8,9,26,9,76596,65011,9,8,5,6,8,6,9,2,1,10,3,Other,Tier 2,Hybrid
45,196162,7.8,8,3.0,6,9,48,5,150000,91201,4,4,4,6,10,3,2,5,3,9,7,Female,Tier 2,Hybrid
75,134530,3.5,6,3.1,5,2,14,6,52417,20249,8,6,3,4,4,6,2,7,8,6,3,Female,Tier 2,Store
45,80815,6.8,8,1.5,3,6,19,13,88806,85529,10,5,4,10,9,1,3,9,3,3,2,Male,Tier 2,Store
56,143898,6.8,8,1.5,6,6,18,8,100131,75736,6,5,3,5,3,9,5,9,2,9,6,Other,Tier 1,Store
79,27775,9.6,1,3.6,4,8,38,2,61408,500,9,9,6,7,10,10,5,10,6,6,4,Female,Tier 3,Hybrid
65,72228,5.3,1,3.3,2,5,0,19,36454,127863,5,4,5,7,4,9,3,8,6,1,1,Male,Tier 2,Store
32,94787,7.9,13,5.4,5,7,30,9,103736,112138,5,6,5,6,4,9,7,5,6,5,6,Female,Tier 2,Hybrid
51,100793,6.6,6,4.5,5,7,8,17,88511,73557,6,1,3,7,3,6,8,7,4,3,4,Female,Tier 2,Store
46,210492,6.3,7,3.1,4,6,36,5,89226,142163,5,4,5,5,4,7,9,5,1,4,6,Other,Tier 1,Hybrid
68,95150,6.4,5,2.0,1,7,30,10,108808,88603,10,2,4,4,6,6,7,4,2,5,1,Female,Tier 3,Store
18,106643,7.6,4,4.4,5,10,43,2,127471,52925,9,6,5,6,10,8,10,2,1,4,1,Male,Tier 1,Online
32,50357,8.7,12,3.9,8,10,47,0,97534,500,7,9,4,9,7,4,6,3,3,10,3,Male,Tier 3,Online
43,107459,8.8,3,1.9,3,6,21,9,62278,109283,4,8,5,6,9,1,5,4,5,2,7,Other,Tier 2,Store
26,95400,5.2,8,3.6,10,10,27,10,91462,26262,5,6,2,5,6,6,5,3,6,8,5,Male,Tier 2,Hybrid
42,210035,8.0,7,3.8,5,7,12,11,82975,66202,7,7,7,6,8,6,7,5,6,5,5,Male,Tier 2,Store
45,198090,8.9,5,5.3,8,10,41,5,100456,90725,4,4,4,4,6,9,5,4,3,8,8,Male,Tier 3,Online
18,100108,7.8,6,2.7,2,10,36,1,100099,32183,6,4,3,8,8,6,5,6,7,9,1,Female,Tier 2,Hybrid
54,158936,6.4,6,3.8,6,4,9,14,106470,119250,3,1,4,5,10,4,8,10,7,6,9,Male,Tier 2,Store
52,165964,10.3,14,4.8,5,6,29,4,123878,65558,4,3,4,2,4,7,6,6,5,10,4,Male,Tier 1,Hybrid
30,57370,11.9,13,4.0,9,10,43,6,72941,30958,9,5,4,7,10,7,9,2,3,7,5,Female,Tier 2,Online
34,109540,8.9,13,5.8,7,9,31,9,85057,61058,6,5,5,5,6,10,10,8,2,9,8,Other,Tier 1,Hybrid
40,123322,8.4,6,2.4,6,10,37,2,92510,28333,5,3,4,5,3,9,6,4,6,1,8,Other,Tier 3,Online
38,161317,8.8,5,4.8,5,10,31,7,118260,59526,5,7,4,8,10,6,9,5,6,10,6,Female,Tier 2,Store
22,15000,10.5,3,5.7,7,10,44,3,85808,74766,6,6,5,5,6,7,10,6,1,7,3,Female,Tier 3,Online
22,63671,10.7,7,2.9,9,10,39,3,72790,94278,4,9,4,2,3,8,9,7,4,7,5,Female,Tier 1,Online
36,79944,7.2,14,5.0,6,3,0,12,86331,112811,5,1,6,8,4,8,10,4,7,10,8,Male,Tier 3,Store
20,39409,7.7,6,6.0,8,10,20,7,69733,39278,9,3,6,5,9,5,10,3,4,7,1,Male,Tier 2,Store
48,88084,8.6,13,2.6,8,10,30,17,900,106570,10,7,2,7,10,5,9,9,5,7,10,Female,Tier 2,Hybrid
64,104651,4.8,2,1.4,3,5,7,16,65884,137246,7,3,5,3,6,3,6,9,9,9,2,Female,Tier 2,Store
35,87621,9.6,6,5.0,7,10,43,5,80777,12396,8,5,6,8,8,4,6,3,2,2,7,Female,Tier 2,Online
53,127537,8.6,10,4.9,6,6,21,0,124046,38301,5,2,5,4,7,6,9,4,8,9,4,Female,Tier 2,Hybrid
18,110123,6.3,8,2.6,4,8,16,16,3398,133993,3,2,3,4,8,5,5,8,1,10,3,Male,Tier 1,Store
34,45856,7.6,13,6.0,9,10,33,5,66839,6456,7,9,4,10,7,5,10,4,3,4,5,Male,Tier 2,Hybrid
62,113651,5.8,6,3.0,1,2,8,8,49039,87192,6,3,2,4,4,5,5,5,5,3,4,Female,Tier 3,Store
53,140187,5.3,9,3.5,3,8,25,5,146392,58117,8,9,6,8,5,4,4,4,4,6,5,Other,Tier 3,Hybrid
66,240555,10.9,6,4.3,5,10,36,2,99282,51100,5,3,4,1,4,6,6,9,5,8,3,Other,Tier 1,Store
37,121217,12.0,8,6.0,5,9,49,8,150000,15900,5,9,7,3,7,8,7,6,4,10,10,Other,Tier 2,Hybrid
79,19722,5.3,2,2.8,4,6,28,7,129489,107812,7,7,4,6,6,7,5,7,8,4,3,Male,Tier 3,Store
60,115026,5.4,5,4.9,6,6,11,13,56231,88510,8,5,7,3,6,6,10,8,8,10,5,Male,Tier 2,Store
27,70437,11.1,4,5.7,10,10,36,10,74618,68297,6,4,2,7,7,6,10,3,3,7,6,Female,Tier 2,Online
37,52141,8.5,7,5.9,5,8,20,7,58858,72629,8,3,4,10,9,1,10,7,4,6,7,Female,Tier 3,Hybrid
37,164084,8.2,14,4.6,4,8,31,4,137725,110742,8,5,6,4,7,10,7,5,6,1,1,Female,Tier 3,Hybrid
44,62327,7.9,2,5.5,3,6,14,18,62487,87361,9,2,5,6,9,3,8,3,2,4,6,Male,Tier 3,Store
45,162630,6.2,1,0.1,5,9,29,12,72639,61792,7,2,4,9,6,4,4,8,2,4,2,Male,Tier 2,Hybrid
46,126985,7.5,12,5.5,7,9,27,9,48075,67560,6,0,4,4,6,9,10,6,5,10,9,Female,Tier 1,Store
55,155833,2.1,2,4.0,7,7,8,13,70954,92257,5,6,5,7,7,4,6,8,8,5,10,Male,Tier 1,Store
62,85535,9.2,7,3.2,6,6,41,5,97621,25281,9,7,2,4,4,4,7,7,4,6,6,Other,Tier 1,Hybrid
52,146898,7.0,4,3.6,4,4,7,19,61883,139574,6,6,4,6,8,7,7,7,2,6,8,Other,Tier 1,Store
44,182575,7.1,11,3.0,6,9,31,12,127023,107455,6,0,1,5,8,8,6,5,5,1,5,Male,Tier 2,Hybrid
41,146742,7.2,6,2.8,7,10,34,3,116900,43767,7,7,6,3,6,6,7,5,5,5,3,Other,Tier 2,Hybrid
53,95302,9.0,11,4.5,6,7,41,13,112506,85914,8,4,4,5,4,5,10,8,7,9,7,Female,Tier 1,Store
45,111256,8.3,2,5.5,7,5,9,9,21261,106124,6,2,5,7,5,7,8,4,3,9,7,Male,Tier 2,Store
33,110407,8.2,4,2.4,5,10,26,9,65854,86958,6,9,6,5,6,8,8,1,7,8,4,Female,Tier 2,Hybrid
18,77239,10.1,3,5.4,7,10,43,0,107222,49603,10,3,6,9,4,5,8,1,5,5,5,Male,Tier 3,Online
65,93776,3.2,1,1.2,4,8,15,7,37313,103259,8,6,5,5,2,5,6,5,3,8,8,Female,Tier 3,Store
36,55063,7.0,9,5.1,7,10,44,0,136557,2272,9,8,4,6,8,6,10,7,1,2,5,Male,Tier 3,Hybrid
18,29386,8.3,6,4.1,7,10,37,3,85624,40930,6,5,3,10,8,8,5,2,1,6,7,Other,Tier 2,Online
39,162955,10.2,9,4.0,8,8,45,0,150000,72149,6,6,6,3,10,7,9,4,5,7,7,Male,Tier 3,Online
45,48661,5.8,11,5.7,7,6,11,13,13294,58562,6,3,4,10,7,6,7,4,1,10,6,Female,Tier 3,Store
49,171809,8.4,2,2.2,4,7,25,13,51950,72939,4,6,5,7,5,6,6,9,4,9,6,Male,Tier 1,Store
47,105647,6.0,10,3.8,3,5,11,8,68197,74483,8,0,7,2,2,3,9,4,4,9,5,Male,Tier 3,Hybrid
33,98941,10.9,4,6.0,10,10,30,2,55163,34834,8,4,4,6,10,9,10,3,2,10,8,Other,Tier 1,Online
54,146445,8.0,11,3.6,6,10,21,8,72108,46300,6,4,1,6,5,8,3,10,5,10,5,Other,Tier 1,Store
43,198709,9.3,10,5.6,8,10,41,4,102839,89694,4,4,4,3,6,5,9,5,1,10,6,Male,Tier 1,Hybrid
49,46787,5.4,5,2.0,7,7,14,9,47967,51341,6,4,6,3,4,8,6,5,4,4,3,Female,Tier 3,Store
58,91572,2.9,14,1.5,6,6,14,6,78686,16447,9,0,7,8,1,3,10,10,5,8,6,Female,Tier 2,Store
52,167482,7.4,8,2.8,1,6,22,10,77514,96185,2,2,5,2,8,3,8,9,6,6,6,Male,Tier 2,Store
37,123291,8.8,14,3.5,7,8,37,7,93379,96123,6,6,4,2,9,7,2,5,3,2,5,Female,Tier 3,Hybrid
55,122896,3.3,3,2.1,4,6,0,11,28361,104442,4,0,4,8,4,6,6,7,9,8,4,Female,Tier 2,Store
24,111352,6.3,1,4.8,10,10,32,11,53961,51380,6,6,3,7,10,8,7,5,2,10,1,Female,Tier 1,Hybrid
51,125309,7.2,10,4.9,8,8,30,9,137734,26862,10,9,5,5,5,10,6,6,4,8,6,Other,Tier 1,Store
31,115181,10.0,6,5.1,7,10,45,0,66758,75328,6,7,2,5,9,8,9,5,1,5,9,Other,Tier 1,Online
45,61938,10.0,8,3.3,3,10,41,0,108410,8134,7,9,5,7,7,8,9,5,3,6,9,Female,Tier 3,Hybrid
66,90108,6.4,8,0.3,6,5,38,14,121133,69167,8,7,5,5,7,3,4,10,4,6,7,Male,Tier 2,Store
57,157061,4.6,10,0.0,6,8,13,18,61044,98521,6,1,4,6,5,5,3,9,6,6,5,Male,Tier 2,Store
67,67628,2.8,5,3.0,4,3,0,19,17333,47445,7,7,4,5,1,8,6,8,6,8,4,Male,Tier 3,Store
60,106960,4.9,9,2.0,9,5,12,15,81769,85364,5,8,5,4,7,4,1,6,7,3,6,Male,Tier 3,Hybrid
57,65514,6.1,14,4.1,9,10,32,12,61591,32652,5,8,6,5,6,10,5,7,8,3,1,Male,Tier 3,Hybrid
56,80455,3.7,5,1.3,4,2,0,16,42826,69306,8,1,7,4,1,7,1,10,7,10,5,Other,Tier 2,Store
40,55687,6.3,8,3.4,5,10,27,6,67494,55215,5,4,5,4,6,7,7,7,1,8,6,Female,Tier 2,Online
55,95893,7.6,10,0.0,5,6,11,10,45208,41831,6,7,2,7,7,5,4,8,5,8,5,Female,Tier 2,Store
45,228611,7.6,10,3.7,7,8,18,8,88431,75500,5,0,4,3,4,3,9,6,2,10,6,Other,Tier 2,Hybrid
48,154089,6.2,10,3.5,4,9,31,2,116005,31811,6,7,4,4,1,9,7,6,6,6,7,Other,Tier 2,Online
38,62370,8.1,9,2.6,7,9,31,7,53007,69346,9,5,3,7,6,4,4,3,2,10,5,Female,Tier 1,Hybrid
59,96590,6.1,3,2.4,1,10,21,14,37152,94712,1,3,3,7,10,6,2,10,6,9,1,Female,Tier 1,Store
43,172752,7.9,3,3.2,6,8,28,4,104992,96938,2,2,2,7,5,6,1,5,6,10,6,Other,Tier 1,Hybrid
64,115673,11.3,8,1.3,7,9,42,8,87865,77522,4,8,4,5,6,7,9,9,6,3,7,Female,Tier 3,Hybrid
42,117182,10.6,8,1.9,6,9,36,0,110682,22357,7,6,3,6,4,6,9,5,9,9,8,Other,Tier 1,Hybrid
43,64750,5.6,6,3.2,3,7,14,9,900,24218,7,7,4,7,7,7,4,6,5,10,4,Other,Tier 3,Store
49,62089,5.5,9,3.1,5,7,17,8,51904,29982,8,6,4,5,5,2,5,7,4,3,6,Female,Tier 3,Store
47,166069,8.6,7,5.3,5,6,19,7,64383,85456,7,9,2,3,6,4,6,10,3,10,7,Other,Tier 1,Store
54,122798,6.9,4,2.2,6,7,30,14,66818,102504,7,9,1,3,7,7,6,10,7,1,8,Female,Tier 1,Store
37,195478,8.3,11,4.2,5,8,21,12,33392,77811,4,4,3,5,6,5,10,5,4,3,10,Other,Tier 1,Store
19,45919,9.3,1,6.0,9,10,42,5,105571,15298,9,6,4,8,3,10,8,2,5,8,3,Male,Tier 1,Online
49,176530,7.7,11,4.7,8,10,32,5,110740,43356,4,2,3,5,10,6,6,7,6,5,9,Female,Tier 2,Store
39,70442,11.3,7,3.1,5,10,39,10,66428,86017,5,2,3,6,4,10,7,7,6,10,3,Female,Tier 2,Hybrid
45,96506,10.4,10,4.4,4,8,29,5,104651,56864,4,5,5,3,4,3,9,5,6,9,8,Other,Tier 1,Hybrid
48,157182,8.9,6,4.0,8,10,33,8,44136,75588,5,4,3,7,7,10,10,8,5,10,1,Other,Tier 1,Hybrid
39,35382,7.8,6,3.5,4,10,38,12,86773,67218,6,7,7,9,9,9,7,6,5,8,10,Female,Tier 3,Hybrid
38,95288,6.0,11,5.6,8,6,21,13,111500,54704,7,3,5,2,6,6,7,5,5,10,3,Male,Tier 2,Store
43,77033,7.5,2,5.2,9,8,31,7,106760,45080,7,4,7,6,8,7,7,7,8,8,5,Female,Tier 3,Hybrid
22,84092,10.4,3,5.2,7,6,32,5,133088,93967,7,9,3,8,7,3,10,5,2,8,4,Female,Tier 3,Store
40,175174,10.1,3,3.3,8,10,42,7,150000,70015,8,4,4,6,7,6,8,7,4,8,7,Female,Tier 1,Online
19,25105,10.0,6,6.0,9,8,36,11,24006,75599,5,8,6,9,6,3,10,3,3,10,3,Female,Tier 1,Online
58,91090,6.5,4,2.5,1,6,14,7,72199,72990,6,6,3,7,4,7,3,9,9,9,3,Female,Tier 1,Store
57,147658,6.1,11,3.3,5,8,21,9,49378,76985,4,1,4,4,3,6,8,9,3,8,6,Other,Tier 2,Store
79,84324,5.3,7,2.4,5,3,19,16,47229,131034,6,9,5,7,6,5,4,10,7,9,4,Female,Tier 3,Store
44,27834,9.2,10,3.3,8,10,35,12,37656,11378,7,2,3,3,3,3,10,7,6,9,5,Female,Tier 3,Hybrid
28,187124,7.9,9,3.4,6,8,15,14,106211,74843,6,6,5,6,7,8,7,8,3,7,10,Other,Tier 2,Store
28,122246,10.7,12,4.4,6,8,42,0,98186,26122,6,9,5,5,9,7,8,2,2,3,4,Male,Tier 1,Hybrid
62,157554,4.4,5,1.7,6,6,17,16,78306,102679,2,2,4,1,4,4,7,7,4,4,7,Female,Tier 2,Store
30,104529,7.8,10,4.2,8,10,32,7,82709,89485,10,2,2,7,6,6,3,5,6,6,5,Male,Tier 1,Online
64,41291,4.2,7,3.0,6,7,27,8,33219,73075,7,4,3,6,6,5,6,7,3,10,1,Female,Tier 1,Hybrid
34,22972,7.6,7,3.2,6,10,42,8,104316,51371,7,7,5,9,7,9,6,7,2,10,8,Male,Tier 1,Hybrid
48,186520,9.0,5,4.5,7,7,35,8,150000,59831,6,9,6,6,10,6,7,5,2,8,7,Female,Tier 3,Hybrid
41,114524,7.4,8,3.7,6,5,23,2,129871,43206,9,7,7,6,5,1,6,3,7,8,5,Female,Tier 3,Hybrid
34,94850,8.8,8,3.6,5,10,30,6,72466,500,10,9,5,6,2,7,6,4,3,10,8,Female,Tier 3,Online
56,91545,3.2,4,4.0,7,6,7,11,73387,67581,8,7,4,6,3,6,8,6,7,8,5,Male,Tier 3,Store
50,156539,4.5,2,0.3,2,5,2,14,82546,150000,7,5,2,5,2,1,3,9,5,5,9,Male,Tier 1,Store
56,46493,1.0,4,1.4,3,5,0,19,25902,59628,6,2,5,7,5,8,5,7,5,6,5,Other,Tier 3,Store
44,158454,1.0,8,1.3,5,5,10,9,26388,93452,9,2,4,5,6,4,6,4,6,4,7,Female,Tier 2,Store
32,137542,11.5,12,5.5,3,8,38,4,112536,500,5,7,4,2,4,2,10,5,4,6,5,Male,Tier 3,Hybrid
42,139156,5.6,8,4.0,5,10,39,4,32488,49107,2,8,6,4,8,6,6,9,5,9,4,Female,Tier 3,Hybrid
38,169734,5.6,14,4.0,4,10,22,10,126631,66014,4,2,1,6,6,6,8,3,6,10,9,Other,Tier 1,Store
58,114175,6.1,10,5.4,4,4,26,13,78880,70223,6,8,1,9,9,4,5,7,4,4,6,Female,Tier 1,Store
71,36643,4.4,6,0.0,1,4,11,6,73250,53520,9,6,3,6,6,5,4,7,7,1,4,Female,Tier 3,Store
46,90292,10.4,14,6.0,6,7,39,2,88969,500,2,6,6,6,6,4,9,3,5,1,7,Male,Tier 3,Online
31,86242,11.6,11,6.0,1,8,35,14,97244,137751,7,5,1,7,8,7,10,6,1,8,4,Female,Tier 1,Store
31,46043,10.0,12,5.4,10,10,28,19,17545,54983,7,7,3,3,5,7,10,8,3,10,1,Male,Tier 3,Online
64,138314,1.9,9,2.1,3,8,32,10,138821,59322,6,4,4,4,6,10,6,10,7,8,8,Female,Tier 2,Store
27,60967,7.3,9,3.9,8,8,27,0,53566,26657,7,8,4,6,7,5,7,1,3,6,6,Other,Tier 2,Online
18,47331,10.1,2,6.0,5,10,48,4,119392,500,4,4,2,7,8,7,10,1,6,8,1,Other,Tier 1,Online
42,59046,8.2,11,3.6,4,6,17,6,57852,83828,4,4,5,7,1,6,8,7,1,9,4,Other,Tier 3,Store
58,177114,5.6,6,0.4,5,7,18,9,33095,109509,7,7,2,8,6,6,3,6,5,3,4,Male,Tier 1,Store
57,201475,2.8,6,2.5,7,6,27,11,126256,116190,3,8,3,5,6,10,7,8,7,8,7,Female,Tier 1,Store
57,49464,7.0,1,2.1,6,4,22,11,47882,29037,4,1,3,10,6,4,5,4,6,10,7,Female,Tier 1,Store
44,135932,5.3,4,3.8,8,9,24,8,131100,61004,4,2,5,6,7,4,6,7,3,7,5,Female,Tier 2,Online
32,153949,8.1,8,6.0,5,10,33,5,78346,88097,4,4,2,6,3,7,10,3,2,6,5,Female,Tier 3,Online
67,56053,3.4,9,0.2,10,5,20,11,83899,30376,9,5,1,4,5,1,2,10,4,3,2,Other,Tier 3,Store
53,118008,5.0,8,1.2,2,9,33,9,92270,68198,3,8,7,6,2,7,5,5,5,10,6,Male,Tier 2,Hybrid
56,105872,2.4,8,1.6,6,6,0,17,26079,80299,10,4,2,5,3,6,4,7,9,8,3,Other,Tier 1,Store
79,92715,5.6,1,1.2,5,5,2,17,20177,141081,7,1,6,3,3,4,4,9,10,7,1,Female,Tier 2,Store
54,101414,6.1,3,4.9,4,8,12,14,44248,51202,8,7,5,5,9,6,7,6,7,5,4,Other,Tier 1,Hybrid
51,107985,3.5,10,4.3,7,7,18,5,36457,48275,7,4,5,6,4,3,7,4,5,3,5,Other,Tier 2,Store
41,74897,6.7,6,4.2,8,10,24,3,41544,500,6,1,3,9,4,5,7,5,3,7,2,Female,Tier 2,Hybrid
69,67847,4.6,8,1.9,1,5,6,6,27462,20476,7,5,4,8,5,5,6,7,8,4,6,Female,Tier 2,Store
25,57460,8.8,9,4.5,6,10,27,7,16317,48412,8,2,5,6,9,4,7,7,4,6,9,Other,Tier 3,Online
45,166705,6.0,5,3.0,4,1,10,15,52075,75091,5,6,5,2,2,2,7,10,3,7,10,Male,Tier 1,Store
40,135027,8.4,13,3.7,5,10,32,3,90310,41822,8,9,5,9,5,8,8,5,1,8,10,Female,Tier 2,Hybrid
60,132656,5.6,8,2.7,4,7,25,7,64240,51496,6,8,3,1,3,6,5,7,3,7,2,Female,Tier 2,Store
49,141678,8.4,2,1.7,6,6,31,7,49729,127950,7,3,6,6,10,3,7,3,3,9,4,Female,Tier 3,Store
47,169047,8.3,9,2.9,6,5,9,12,91665,102844,2,3,3,7,5,2,5,7,6,7,8,Male,Tier 3,Store
44,133759,7.4,3,2.2,5,10,38,5,106531,18445,6,4,3,6,4,9,6,5,4,9,9,Female,Tier 1,Hybrid
48,176987,9.4,10,5.0,4,10,38,2,144980,33761,6,4,4,6,3,9,7,6,5,8,4,Female,Tier 1,Hybrid
31,117713,5.9,12,4.1,4,6,19,13,97929,66718,7,7,1,3,4,6,10,7,5,9,5,Male,Tier 1,Store
57,66268,7.0,4,2.1,9,9,20,13,7039,79445,8,7,3,1,8,5,3,4,6,6,2,Female,Tier 2,Store
65,67039,2.5,7,2.4,6,6,22,16,44218,76716,3,9,4,9,7,2,8,9,1,6,6,Female,Tier 2,Store
44,51202,8.8,10,4.2,5,7,22,11,94363,17174,6,7,3,10,1,8,7,9,4,8,5,Other,Tier 2,Hybrid
55,186240,1.4,10,2.5,1,5,5,14,83936,118423,3,2,6,5,9,5,6,5,8,6,10,Female,Tier 3,Store
49,73993,4.9,9,2.6,1,4,0,16,79814,102314,8,2,5,8,3,3,8,7,5,4,6,Female,Tier 2,Store
78,69069,4.2,4,3.2,7,7,16,10,34511,150000,8,5,1,5,3,3,1,6,7,4,8,Male,Tier 1,Store
49,97096,7.0,10,4.5,6,7,15,12,42119,43793,3,1,7,4,4,2,6,5,5,5,10,Male,Tier 3,Store
34,153220,6.8,7,4.6,3,9,38,5,117916,64790,4,3,3,6,6,7,9,5,2,9,6,Male,Tier 1,Hybrid
65,97303,6.2,7,2.1,7,4,8,19,42294,87837,6,5,4,7,3,3,3,10,6,6,6,Other,Tier 3,Store
47,123082,8.6,10,5.5,1,2,17,19,54187,106396,6,7,4,4,5,1,9,8,8,10,8,Female,Tier 2,Store
31,126446,12.0,13,6.0,5,9,35,6,97556,32441,6,9,7,8,7,5,9,6,6,9,4,Male,Tier 3,Online
52,31866,9.3,7,4.3,4,7,11,12,40544,76751,7,0,5,5,3,7,8,7,4,10,1,Female,Tier 3,Store
36,83215,6.8,10,3.8,3,10,36,9,50401,139135,5,5,4,9,10,6,6,5,4,8,9,Male,Tier 2,Hybrid
26,113181,9.6,6,4.9,7,10,43,8,104132,116582,1,7,1,6,4,6,9,4,5,9,1,Female,Tier 2,Hybrid
36,131470,5.5,8,4.8,6,7,26,9,57530,97439,5,3,3,7,3,8,8,6,8,5,10,Male,Tier 2,Hybrid
46,114649,7.5,6,2.9,7,6,21,5,92727,82173,7,5,6,4,3,4,4,6,3,7,8,Male,Tier 3,Store
76,53223,2.6,2,2.7,3,6,6,9,34494,111823,5,5,4,4,6,1,4,5,10,6,4,Male,Tier 3,Store
37,208955,5.4,11,5.2,7,9,32,12,148336,84013,3,0,2,5,1,5,8,6,5,5,8,Male,Tier 1,Hybrid
61,67692,8.0,8,4.4,6,10,37,5,99325,51560,5,7,1,5,8,10,7,2,4,10,1,Other,Tier 1,Hybrid
45,41184,9.3,5,4.1,6,6,37,2,40403,500,7,7,6,9,5,3,5,4,4,5,5,Male,Tier 3,Hybrid
46,153422,8.9,7,1.3,5,10,28,5,56468,100777,8,7,4,6,8,7,1,7,3,1,7,Male,Tier 2,Store
42,160986,5.7,11,0.8,6,7,20,8,100955,51869,7,3,1,1,6,6,4,5,3,7,7,Male,Tier 1,Hybrid
46,75149,6.8,14,1.9,5,5,20,11,95992,59031,10,8,4,8,4,8,4,7,8,7,9,Female,Tier 3,Store
56,145224,9.1,12,5.0,3,6,28,15,72887,85642,4,5,5,7,6,7,10,5,7,8,8,Other,Tier 2,Store
37,53742,9.8,10,1.2,10,9,41,1,94416,22953,8,7,3,7,7,5,6,5,3,5,4,Female,Tier 3,Online
48,59083,7.4,7,2.9,5,5,17,11,53961,115734,8,4,4,9,8,7,5,6,7,5,8,Male,Tier 3,Store
57,103128,4.1,12,2.0,5,6,14,17,28520,139352,5,0,2,2,2,4,6,8,6,7,3,Female,Tier 3,Store
29,101287,9.8,6,6.0,4,9,41,0,89810,38334,4,5,5,9,7,8,10,7,2,10,5,Male,Tier 2,Hybrid
34,109057,9.2,14,3.9,5,8,29,10,85358,78614,5,7,4,5,8,3,5,9,3,10,5,Male,Tier 2,Store
51,53208,8.1,2,5.4,5,8,32,10,49848,59927,9,4,7,4,6,2,8,10,7,6,7,Male,Tier 3,Store
49,56829,7.0,5,2.4,7,9,40,0,112807,16488,10,5,5,7,10,7,8,8,5,7,10,Male,Tier 3,Hybrid
79,152227,6.9,3,2.8,2,5,29,4,107652,99802,7,4,1,4,7,8,5,8,6,5,3,Male,Tier 1,Store
41,250000,5.8,9,3.4,7,5,24,3,76356,105661,5,5,4,7,8,8,10,5,2,6,10,Male,Tier 2,Store
19,90548,8.7,7,3.8,6,6,20,5,100199,18342,4,2,4,1,9,7,8,1,3,6,5,Male,Tier 3,Store
61,250000,5.8,1,3.4,4,7,38,3,150000,101504,6,9,6,6,4,4,4,4,5,6,5,Male,Tier 2,Hybrid
51,111494,6.9,8,3.0,7,9,28,5,83448,13352,8,3,3,4,6,6,6,6,4,5,5,Male,Tier 2,Store
43,138375,11.3,6,5.7,2,8,37,3,112767,45608,3,9,2,6,6,5,10,7,2,7,8,Other,Tier 1,Hybrid
18,28208,9.6,4,4.4,8,10,38,2,6882,47109,7,9,5,8,5,4,9,1,3,1,1,Female,Tier 3,Hybrid
64,179416,1.0,4,0.0,4,5,0,12,55332,69733,6,2,4,4,5,4,5,10,10,10,6,Other,Tier 2,Store
38,169313,8.2,12,5.2,4,8,33,4,54778,29700,2,2,1,6,8,6,7,6,3,8,6,Other,Tier 2,Hybrid
62,139089,7.4,9,3.0,5,7,30,9,110817,66850,4,6,3,6,5,9,4,9,4,5,5,Male,Tier 2,Hybrid
